id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-521602,2024-04-16,000001,Vente,211000,121,,AV DE LA MARECHALE,0500,94420,94059,Le Plessis-Trévise,94,,,94059000AD0020,,,24,69.24,56,,,,,,,,2,2,Appartement,67,4,,,,,,2.574542,48.812654
2024-521603,2024-04-09,000001,Vente,75000,2,,ALL DES ACACIAS,0015,94000,94028,Créteil,94,,,94028000AH0037,,,128,63,406,,,,,,,,2,2,Appartement,63,4,,,,,,2.460889,48.79255
2024-521604,2024-03-25,000001,Vente,185000,1,,AV LOUIS BLERIOT,5160,94800,94076,Villejuif,94,,,94076000AU0217,,,4,67.95,,,,,,,,,1,2,Appartement,68,2,,,,,,2.357565,48.781323
2024-521604,2024-03-25,000001,Vente,185000,1,,AV LOUIS BLERIOT,5160,94800,94076,Villejuif,94,,,94076000AU0217,,,4,67.95,,,,,,,,,1,3,Dépendance,,0,,,,,,2.357565,48.781323
2024-521605,2024-04-17,000001,Vente,185000,48,,RUE DE FLANDRES,0180,94510,94060,La Queue-en-Brie,94,,,94060000AL0048,,,539,83.69,,,,,,,,,1,1,Maison,72,4,,,,,,2.578645,48.789669
2024-521606,2024-04-13,000001,Vente,80000,1,,ALL DES BOSQUETS,0680,94800,94076,Villejuif,94,,,94076000AO0207,,,990,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.35702,48.780794
2024-521606,2024-04-13,000001,Vente,80000,3,,ALL DES BOSQUETS,0680,94800,94076,Villejuif,94,,,94076000AO0207,,,54,15.18,,,,,,,,,1,2,Appartement,15,1,,,,,,2.35702,48.780794
2024-521607,2024-04-11,000001,Vente,650000,48,,RUE DE BEAUJEU,0658,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CZ0156,,,,,,,,,,,,,0,1,Maison,180,4,S,sols,,,253,2.474685,48.796322
2024-521608,2024-04-15,000001,Vente en l'état futur d'achèvement,240000,,,,,,94079,Villiers-sur-Marne,94,,,94079000AP0166,,,47,,,,,,,,,,1,,,,,,,,,,2.54508,48.826816
2024-521608,2024-04-15,000001,Vente en l'état futur d'achèvement,240000,,,,,,94079,Villiers-sur-Marne,94,,,94079000AP0166,,,59,,,,,,,,,,1,,,,,,,,,,2.54508,48.826816
2024-521609,2024-03-20,000001,Vente,590000,7,,RUE VITEAU,9650,94160,94067,Saint-Mandé,94,,,940670000A0087,,,17,,6,70.28,,,,,,,2,3,Dépendance,,0,,,,,,2.418434,48.847663
2024-521609,2024-03-20,000001,Vente,590000,7,,RUE VITEAU,9650,94160,94067,Saint-Mandé,94,,,940670000A0087,,,17,,6,70.28,,,,,,,2,2,Appartement,69,3,,,,,,2.418434,48.847663
2024-521610,2024-04-04,000001,Vente,25000,46,,AV PAUL DEROULEDE,7125,94300,94080,Vincennes,94,,,940800000I0230,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.451791,48.849397
2024-521611,2024-04-12,000001,Vente,306000,226,,AV DU GENERAL LECLERC,0150,94460,94074,Valenton,94,,,94074000AH0072,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,742,2.459587,48.743648
2024-521611,2024-04-12,000001,Vente,306000,226,,AV DU GENERAL LECLERC,0150,94460,94074,Valenton,94,,,94074000AH0072,,,,,,,,,,,,,0,1,Maison,78,4,S,sols,,,742,2.459587,48.743648
2024-521612,2024-03-25,000001,Vente,105000,15,,RUE DU COLONEL FABIEN,0290,94290,94077,Villeneuve-le-Roi,94,,,94077000AS0353,,,30,24.47,,,,,,,,,1,2,Appartement,26,1,,,,,,2.42324,48.732118
2024-521612,2024-03-25,000001,Vente,105000,15,,RUE DU COLONEL FABIEN,0290,94290,94077,Villeneuve-le-Roi,94,,,94077000AS0353,,,29,30.75,,,,,,,,,1,2,Appartement,20,1,,,,,,2.42324,48.732118
2024-521613,2024-04-17,000001,Vente,490000,52,,RUE DE FONTENAY,3565,94300,94080,Vincennes,94,,,940800000F0058,,,138,,306,55.43,,,,,,,2,3,Dépendance,,0,,,,,,2.442451,48.84821
2024-521613,2024-04-17,000001,Vente,490000,52,,RUE DE FONTENAY,3565,94300,94080,Vincennes,94,,,940800000F0058,,,138,,306,55.43,,,,,,,2,2,Appartement,56,3,,,,,,2.442451,48.84821
2024-521613,2024-04-17,000001,Vente,490000,52,,RUE DE FONTENAY,3565,94300,94080,Vincennes,94,,,940800000F0058,,,200,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.442451,48.84821
2024-521614,2024-04-16,000001,Vente en l'état futur d'achèvement,373300,10,,BD DE L ALSACE LORRAINE,0030,94170,94058,Le Perreux-sur-Marne,94,,,940580000J0054,,,205,,,,,,,,,,1,,,,,,,,,,2.494806,48.848268
2024-521614,2024-04-16,000001,Vente en l'état futur d'achèvement,373300,10,,BD DE L ALSACE LORRAINE,0030,94170,94058,Le Perreux-sur-Marne,94,,,940580000J0054,,,39,,,,,,,,,,1,,,,,,,,,,2.494806,48.848268
2024-521615,2024-04-16,000001,Vente,725000,11,,RUE DE LA FEDERATION,3524,94500,94017,Champigny-sur-Marne,94,,,94017000CU0062,,,,,,,,,,,,,0,1,Maison,217,5,S,sols,,,888,2.540466,48.817065
2024-521615,2024-04-16,000001,Vente,725000,11,,RUE DE LA FEDERATION,3524,94500,94017,Champigny-sur-Marne,94,,,94017000CU0062,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,888,2.540466,48.817065
2024-521616,2024-03-26,000001,Vente,110000,149,,RUE DE CHEVILLY,1480,94800,94076,Villejuif,94,,,94076000AO0130,,,1718,,1769,40,,,,,,,2,3,Dépendance,,0,,,,,,2.355685,48.780601
2024-521616,2024-03-26,000001,Vente,110000,149,,RUE DE CHEVILLY,1480,94800,94076,Villejuif,94,,,94076000AO0130,,,1718,,1769,40,,,,,,,2,2,Appartement,28,1,,,,,,2.355685,48.780601
2024-521616,2024-03-26,000001,Vente,110000,149,,RUE DE CHEVILLY,1480,94800,94076,Villejuif,94,,,94076000AO0130,,,3013,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.355685,48.780601
2024-521617,2024-03-29,000001,Vente,225712,62,,RUE DE FONTENAY,3565,94300,94080,Vincennes,94,,,940800000F0037,,,35,,42,33.16,,,,,,,2,2,Appartement,32,2,,,,,,2.441646,48.848295
2024-521617,2024-03-29,000001,Vente,225712,62,,RUE DE FONTENAY,3565,94300,94080,Vincennes,94,,,940800000F0037,,,35,,42,33.16,,,,,,,2,3,Dépendance,,0,,,,,,2.441646,48.848295
2024-521618,2024-03-29,000001,Vente,100000,43,,AV DES PERDRIX,7177,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EI0135,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496983,48.788128
2024-521618,2024-03-29,000001,Vente,100000,43,,AV DES PERDRIX,7177,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EI0135,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496983,48.788128
2024-521618,2024-03-29,000001,Vente,100000,43,,AV DES PERDRIX,7177,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EI0135,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496983,48.788128
2024-521618,2024-03-29,000001,Vente,100000,43,,AV DES PERDRIX,7177,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EI0135,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496983,48.788128
2024-521618,2024-03-29,000001,Vente,100000,43,,AV DES PERDRIX,7177,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EI0135,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496983,48.788128
2024-521618,2024-03-29,000001,Vente,100000,43,,AV DES PERDRIX,7177,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EI0135,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496983,48.788128
2024-521618,2024-03-29,000001,Vente,100000,43,,AV DES PERDRIX,7177,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EI0135,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.496983,48.788128
2024-521619,2024-04-05,000001,Vente,440000,118,,CHE DES LYONNES,5290,94500,94017,Champigny-sur-Marne,94,,,94017000CX0054,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,419,2.552034,48.818391
2024-521620,2024-04-09,000001,Vente,214000,44,,AV CARNOT,1420,94500,94017,Champigny-sur-Marne,94,,,94017000AV0141,,,3,48.37,53,,,,,,,,2,2,Appartement,49,2,,,,,,2.506728,48.812457
2024-521620,2024-04-09,000001,Vente,214000,44,,AV CARNOT,1420,94500,94017,Champigny-sur-Marne,94,,,94017000AV0141,,,3,48.37,53,,,,,,,,2,3,Dépendance,,0,,,,,,2.506728,48.812457
2024-521621,2024-04-09,000001,Vente,15000,9001,,AV GARENNIERE,4142,94260,94034,Fresnes,94,,,940340000J0126,,,15029,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.324667,48.756203
2024-521622,2024-04-11,000001,Vente,385000,6,,RUE D'ESTIENNE D'ORVES,3170,94220,94018,Charenton-le-Pont,94,,,940180000M0035,,,69,8,,,,,,,,,1,3,Dépendance,,0,,,,,,2.414131,48.823844
2024-521622,2024-04-11,000001,Vente,385000,6,,RUE D'ESTIENNE D'ORVES,3170,94220,94018,Charenton-le-Pont,94,,,940180000M0035,,,17,38.7,,,,,,,,,1,2,Appartement,38,2,,,,,,2.414131,48.823844
2024-521623,2024-03-29,000001,Vente,470000,101,,RUE NOEL,6630,94600,94022,Choisy-le-Roi,94,,,94022000AT0048,,,,,,,,,,,,,0,1,Maison,110,5,S,sols,,,409,2.425869,48.764012
2024-521624,2024-04-16,000001,Vente,28000,11,,ALL NICEPHORE NIEPCE,6658,94300,94080,Vincennes,94,,,940800000V0125,,,7153,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.429343,48.843214
2024-521625,2024-03-27,000001,Vente,240000,16,,AV MAL DE LATTRE DE TASSIGNY,6118,94320,94073,Thiais,94,,,94073000AH0119,,,72,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.402963,48.760003
2024-521626,2024-04-16,000001,Vente,202000,4,B,RUE DE PARIS,0280,94470,94004,Boissy-Saint-Léger,94,,,94004000AD0286,,,120,,46,64.56,,,,,,,2,4,Local industriel. commercial ou assimilé,60,0,,,,,,2.507203,48.75283
2024-521626,2024-04-16,000001,Vente,202000,4,B,RUE DE PARIS,0280,94470,94004,Boissy-Saint-Léger,94,,,94004000AD0286,,,183,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.507203,48.75283
2024-521626,2024-04-16,000001,Vente,202000,4,B,RUE DE PARIS,0280,94470,94004,Boissy-Saint-Léger,94,,,94004000AD0286,,,274,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.507203,48.75283
2024-521627,2024-04-03,000001,Vente,184380,7,,RUE PASCAL,7120,94230,94016,Cachan,94,,,940160000E0189,,,6,34.68,,,,,,,,,1,2,Appartement,33,2,,,,,,2.325885,48.795085
2024-521627,2024-04-03,000001,Vente,184380,7,,RUE PASCAL,7120,94230,94016,Cachan,94,,,940160000E0189,,,6,34.68,,,,,,,,,1,3,Dépendance,,0,,,,,,2.325885,48.795085
2024-521628,2024-04-09,000001,Vente,484000,2,,RUE GOUNOD,4150,94300,94080,Vincennes,94,,,940800000I0199,,,52,,60,,,,,,,,2,3,Dépendance,,0,,,,,,2.452031,48.850239
2024-521628,2024-04-09,000001,Vente,484000,2,,RUE GOUNOD,4150,94300,94080,Vincennes,94,,,940800000I0199,,,71,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.452031,48.850239
2024-521628,2024-04-09,000001,Vente,484000,2,,RUE GOUNOD,4150,94300,94080,Vincennes,94,,,940800000I0199,,,52,,60,,,,,,,,2,2,Appartement,79,4,,,,,,2.452031,48.850239
2024-521629,2024-04-05,000001,Vente,294320,9,,RUE CAMILLE DESMOULINS,1410,94230,94016,Cachan,94,,,940160000Y0457,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334577,48.793872
2024-521629,2024-04-05,000001,Vente,294320,30,,AV LOUIS GEORGEON,5170,94230,94016,Cachan,94,,,940160000Y0457,,,115,52.53,,,,,,,,,1,2,Appartement,52,2,,,,,,2.334577,48.793872
2024-521630,2024-03-22,000001,Vente,95000,17,,RUE JULES GUESDE,1010,94190,94078,Villeneuve-Saint-Georges,94,,,94078000AO0132,,,18,36.73,29,,39,,,,,,3,2,Appartement,40,3,,,,,,2.448258,48.734218
2024-521630,2024-03-22,000001,Vente,95000,17,,RUE JULES GUESDE,1010,94190,94078,Villeneuve-Saint-Georges,94,,,94078000AO0132,,,18,36.73,29,,39,,,,,,3,3,Dépendance,,0,,,,,,2.448258,48.734218
2024-521631,2024-04-08,000001,Vente,282000,6,,RUE VICTOR SCHOELCHER,9654,94230,94016,Cachan,94,,,940160000Z0189,,,70,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.333358,48.791514
2024-521631,2024-04-08,000001,Vente,282000,6,,RUE VICTOR SCHOELCHER,9654,94230,94016,Cachan,94,,,940160000Z0189,,,106,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.333358,48.791514
2024-521631,2024-04-08,000001,Vente,282000,6,,RUE VICTOR SCHOELCHER,9654,94230,94016,Cachan,94,,,940160000Z0189,,,70,,,,,,,,,,1,2,Appartement,52,2,,,,,,2.333358,48.791514
2024-521632,2024-04-04,000001,Vente,115000,13,,RUE DES HAUTS FOSSES,4420,94800,94076,Villejuif,94,,,940760000C0125,,,11,22.1,,,,,,,,,1,2,Appartement,22,1,,,,,,2.359107,48.804328
2024-521633,2024-04-02,000001,Vente,386520,2,,AV COUSIN DE MERICOURT,1490,94230,94016,Cachan,94,,,940160000Y0486,,,172,104.35,213,,,,,,,,2,2,Appartement,114,5,,,,,,2.335988,48.794972
2024-521633,2024-04-02,000001,Vente,386520,4,,AV COUSIN DE MERICOURT,1490,94230,94016,Cachan,94,,,940160000Y0486,,,254,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.335988,48.794972
2024-521633,2024-04-02,000001,Vente,386520,4,,AV COUSIN DE MERICOURT,1490,94230,94016,Cachan,94,,,940160000Y0486,,,254,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.335988,48.794972
2024-521633,2024-04-02,000001,Vente,386520,2,,AV COUSIN DE MERICOURT,1490,94230,94016,Cachan,94,,,940160000Y0486,,,172,104.35,213,,,,,,,,2,3,Dépendance,,0,,,,,,2.335988,48.794972
2024-521634,2024-04-02,000001,Vente,575000,15,,AV DEFRANCE,2525,94230,94016,Cachan,94,,,94016000AF0028,,,,,,,,,,,,,0,1,Maison,119,5,S,sols,,,349,2.333691,48.785001
2024-521635,2024-04-10,000001,Vente,24000,24,T,RUE BERTHOLLET,0641,94110,94003,Arcueil,94,,,940030000H0134,,,69,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328022,48.805496
2024-521636,2024-04-05,000001,Vente,250000,108,B,BD DE STRASBOURG,8560,94130,94052,Nogent-sur-Marne,94,,,940520000J0089,,,1,,2,,3,,4,31.35,,,4,4,Local industriel. commercial ou assimilé,18,0,,,,,,2.482574,48.840841
2024-521636,2024-04-05,000001,Vente,250000,108,B,BD DE STRASBOURG,8560,94130,94052,Nogent-sur-Marne,94,,,940520000J0089,,,4,31.35,,,,,,,,,1,4,Local industriel. commercial ou assimilé,50,0,,,,,,2.482574,48.840841
2024-521637,2024-04-08,000001,Vente,150000,101,,QUAI LOUIS FERBER,5135,94360,94015,Bry-sur-Marne,94,,,940150000V0062,,,72,53.86,,,,,,,,,1,2,Appartement,57,3,,,,,,2.50807,48.828545
2024-521637,2024-04-08,000001,Vente,150000,101,,QUAI LOUIS FERBER,5135,94360,94015,Bry-sur-Marne,94,,,940150000V0062,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.50807,48.828545
2024-521638,2024-04-18,000001,Vente en l'état futur d'achèvement,243900,114,,RUE DU GEN MALLERET JOINVILLE,4143,94400,94081,Vitry-sur-Seine,94,,,94081000CG0427,,,6,66.97,,,,,,,,,1,,,,,,,,,,2.405721,48.779324
2024-521638,2024-04-18,000001,Vente en l'état futur d'achèvement,243900,114,,RUE DU GEN MALLERET JOINVILLE,4143,94400,94081,Vitry-sur-Seine,94,,,94081000CG0427,,,166,,,,,,,,,,1,,,,,,,,,,2.405721,48.779324
2024-521639,2024-04-12,000001,Vente en l'état futur d'achèvement,250000,1,,IMP BLANCHARD,0636,94000,94028,Créteil,94,,,94028000AJ0411,,,56,,,,,,,,,,1,,,,,,,,,,2.466641,48.78261
2024-521639,2024-04-12,000001,Vente en l'état futur d'achèvement,250000,1,,IMP BLANCHARD,0636,94000,94028,Créteil,94,,,94028000AJ0411,,,74,,,,,,,,,,1,,,,,,,,,,2.466641,48.78261
2024-521640,2024-04-17,000001,Vente,500000,13,,AV DU COMMANDANT RIVIERE,1625,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BO0087,,,80,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.510041,48.796439
2024-521640,2024-04-17,000001,Vente,500000,13,,AV DU COMMANDANT RIVIERE,1625,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BO0087,,,14,106.35,18,,,,,,,,2,3,Dépendance,,0,,,,,,2.510041,48.796439
2024-521640,2024-04-17,000001,Vente,500000,13,,AV DU COMMANDANT RIVIERE,1625,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BO0087,,,14,106.35,18,,,,,,,,2,2,Appartement,107,4,,,,,,2.510041,48.796439
2024-521641,2024-03-29,000001,Vente,441075.8,2,,RUE THIEBAULT,9120,94220,94018,Charenton-le-Pont,94,,,940180000O0109,,,10,60.61,11,60.61,,,,,,,2,2,Appartement,64,3,,,,,,2.417798,48.821381
2024-521642,2024-04-10,000001,Vente,285000,3,B,AV AUGUSTE GROSS,0020,94380,94011,Bonneuil-sur-Marne,94,,,940110000F0155,,1,,,,,,,,,,,0,,,,,,,,,,2.486965,48.773633
2024-521643,2024-04-16,000001,Vente,352103,32,,AV ANDREE,0120,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0102,,,,,,,,,,,,,0,1,Maison,36,3,S,sols,,,481,2.481887,48.811536
2024-521644,2024-04-03,000001,Vente en l'état futur d'achèvement,247500,3,,RUE ROMY SCHNEIDER,0642,94490,94055,Ormesson-sur-Marne,94,,,94055000AN0124,,,83,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.552111,48.790375
2024-521644,2024-04-03,000001,Vente en l'état futur d'achèvement,247500,3,,RUE ROMY SCHNEIDER,0642,94490,94055,Ormesson-sur-Marne,94,,,94055000AN0124,,,82,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.552111,48.790375
2024-521644,2024-04-03,000001,Vente en l'état futur d'achèvement,247500,3,,RUE ROMY SCHNEIDER,0642,94490,94055,Ormesson-sur-Marne,94,,,94055000AN0124,,,25,62.52,,,,,,,,,1,2,Appartement,60,3,,,,,,2.552111,48.790375
2024-521645,2024-04-09,000001,Vente,465000,25,,RUE PIERRE MARIE DERRIEN,7236,94500,94017,Champigny-sur-Marne,94,,,94017000AJ0057,,,,,,,,,,,,,0,1,Maison,95,3,S,sols,,,445,2.492677,48.817022
2024-521645,2024-04-09,000001,Vente,465000,25,,RUE PIERRE MARIE DERRIEN,7236,94500,94017,Champigny-sur-Marne,94,,,94017000AJ0057,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,445,2.492677,48.817022
2024-521645,2024-04-09,000001,Vente,465000,15,,RUE MAURICE DENIS,6194,94500,94017,Champigny-sur-Marne,94,,,94017000AJ0113,,,,,,,,,,,,,0,,,,,S,sols,,,282,2.492475,48.817089
2024-521646,2024-04-08,000001,Vente,81232,85,,AV DU GENERAL LECLERC,4129,94700,94046,Maisons-Alfort,94,,,940460000H0028,,,54,,9,15.72,,,,,,,2,2,Appartement,18,2,,,,,,2.429337,48.812278
2024-521646,2024-04-08,000001,Vente,81232,85,,AV DU GENERAL LECLERC,4129,94700,94046,Maisons-Alfort,94,,,940460000H0028,,,54,,9,15.72,,,,,,,2,3,Dépendance,,0,,,,,,2.429337,48.812278
2024-521646,2024-04-08,000001,Vente,81232,85,,AV DU GENERAL LECLERC,4129,94700,94046,Maisons-Alfort,94,,,940460000H0028,,,90,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.429337,48.812278
2024-521647,2024-04-15,000001,Vente,247000,46,,RUE SAINT ROCH,8855,94800,94076,Villejuif,94,,,940760000X0189,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.368369,48.792974
2024-521647,2024-04-15,000001,Vente,247000,46,,RUE SAINT ROCH,8855,94800,94076,Villejuif,94,,,940760000X0189,,,11,50.11,18,,,,,,,,2,3,Dépendance,,0,,,,,,2.368369,48.792974
2024-521647,2024-04-15,000001,Vente,247000,46,,RUE SAINT ROCH,8855,94800,94076,Villejuif,94,,,940760000X0189,,,11,50.11,18,,,,,,,,2,2,Appartement,49,2,,,,,,2.368369,48.792974
2024-521648,2024-04-05,000001,Vente,700000,184,,RUE DE PARIS,1390,94190,94078,Villeneuve-Saint-Georges,94,,,94078000AH0548,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,809,0,S,sols,,,578,2.447272,48.738239
2024-521649,2024-04-12,000001,Vente,290000,11,,RUE CLAUDE BERNARD,1451,94310,94054,Orly,94,,,94054000AE0425,,,85,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.410707,48.749443
2024-521649,2024-04-12,000001,Vente,290000,11,,RUE CLAUDE BERNARD,1451,94310,94054,Orly,94,,,94054000AE0425,,,34,,,,,,,,,,1,2,Appartement,81,5,,,,,,2.410707,48.749443
2024-521649,2024-04-12,000001,Vente,290000,11,,RUE CLAUDE BERNARD,1451,94310,94054,Orly,94,,,94054000AE0425,,,84,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.410707,48.749443
2024-521650,2024-04-04,000001,Vente en l'état futur d'achèvement,25000,,,RUE D HOUIN,0330,94430,94019,Chennevières-sur-Marne,94,,,94019000AV0069,,,57,,,,,,,,,,1,,,,,,,,,,2.528186,48.79695
2024-521651,2024-04-18,000001,Vente en l'état futur d'achèvement,362650,10,,BD DE L ALSACE LORRAINE,0030,94170,94058,Le Perreux-sur-Marne,94,,,940580000J0054,,,203,,,,,,,,,,1,,,,,,,,,,2.494806,48.848268
2024-521651,2024-04-18,000001,Vente en l'état futur d'achèvement,362650,10,,BD DE L ALSACE LORRAINE,0030,94170,94058,Le Perreux-sur-Marne,94,,,940580000J0054,,,92,,,,,,,,,,1,,,,,,,,,,2.494806,48.848268
2024-521652,2024-04-02,000001,Vente en l'état futur d'achèvement,232830,4,Q,CHE DE LA PLANCHETTE,7280,94500,94017,Champigny-sur-Marne,94,,,94017000AD0201,,,59,58.89,,,,,,,,,1,2,Appartement,59,3,,,,,,2.501268,48.817282
2024-521652,2024-04-02,000001,Vente en l'état futur d'achèvement,232830,4,Q,CHE DE LA PLANCHETTE,7280,94500,94017,Champigny-sur-Marne,94,,,94017000AD0201,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.501268,48.817282
2024-521653,2024-04-04,000001,Vente en l'état futur d'achèvement,370000,,,RUE D HOUIN,0330,94430,94019,Chennevières-sur-Marne,94,,,94019000AV0069,,,2,61.33,,,,,,,,,1,,,,,,,,,,2.528186,48.79695
2024-521654,2024-04-03,000001,Vente,3000000,135,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0197,,,,,,,,,,,,,0,1,Maison,197,7,S,sols,,,319,2.491914,48.798194
2024-521654,2024-04-03,000001,Vente,3000000,2,B,RUE DE LA LIBERTE,5240,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0199,,,,,,,,,,,,,0,,,,,S,sols,,,84,2.491932,48.798307
2024-521654,2024-04-03,000001,Vente,3000000,2,B,RUE DE LA LIBERTE,5240,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CE0200,,,,,,,,,,,,,0,,,,,S,sols,,,174,2.492041,48.798234
2024-521655,2024-04-18,000001,Vente en l'état futur d'achèvement,214192,15,,RUE DES FOSSES,0440,94350,94079,Villiers-sur-Marne,94,,,94079000AK0270,,,234,,,,,,,,,,1,,,,,,,,,,2.544055,48.828313
2024-521655,2024-04-18,000001,Vente en l'état futur d'achèvement,214192,15,,RUE DES FOSSES,0440,94350,94079,Villiers-sur-Marne,94,,,94079000AK0270,,,90,,,,,,,,,,1,,,,,,,,,,2.544055,48.828313
2024-521656,2024-04-05,000001,Vente,166000,2,,RUE EDMOND MICHELET,3110,94270,94043,Le Kremlin-Bicêtre,94,,,940430000E0087,,,15,,46,31.86,,,,,,,2,3,Dépendance,,0,,,,,,2.36398,48.810631
2024-521656,2024-04-05,000001,Vente,166000,2,,RUE EDMOND MICHELET,3110,94270,94043,Le Kremlin-Bicêtre,94,,,940430000E0087,,,15,,46,31.86,,,,,,,2,2,Appartement,36,2,,,,,,2.36398,48.810631
2024-521657,2024-04-18,000001,Vente,190250,9001,,AV COLONEL FABIEN,1540,94400,94081,Vitry-sur-Seine,94,,,94081000BH0113,,,314,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.38125,48.781311
2024-521657,2024-04-18,000001,Vente,190250,15,,AV COLONEL FABIEN,1540,94400,94081,Vitry-sur-Seine,94,,,94081000BH0113,,,37,,75,65.55,,,,,,,2,3,Dépendance,,0,,,,,,2.38125,48.781311
2024-521657,2024-04-18,000001,Vente,190250,15,,AV COLONEL FABIEN,1540,94400,94081,Vitry-sur-Seine,94,,,94081000BH0113,,,37,,75,65.55,,,,,,,2,2,Appartement,68,3,,,,,,2.38125,48.781311
2024-521658,2024-04-17,000001,Vente,270000,65,,RUE MARTYRS CHATEAUBRIAND,0470,94490,94055,Ormesson-sur-Marne,94,,,94055000AI0106,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,372,2.536776,48.789792
2024-521659,2024-03-29,000001,Vente,115000,44,,ALL DE BELLEVUE,0647,94170,94058,Le Perreux-sur-Marne,94,,,940580000S0098,,,4,22.51,,,,,,,,,1,2,Appartement,28,2,,,,,,2.508022,48.844978
2024-521660,2024-03-28,000001,Vente,210000,22,,RUE DE LA RIVIERE,8150,94170,94058,Le Perreux-sur-Marne,94,,,94058000AU0120,,,6,,,,,,,,,,1,2,Appartement,50,2,,,,,,2.515346,48.832583
2024-521660,2024-03-28,000001,Vente,210000,22,,RUE DE LA RIVIERE,8150,94170,94058,Le Perreux-sur-Marne,94,,,94058000AU0120,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.515346,48.832583
2024-521660,2024-03-28,000001,Vente,210000,22,,RUE DE LA RIVIERE,8150,94170,94058,Le Perreux-sur-Marne,94,,,94058000AU0120,,,101,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.515346,48.832583
2024-521661,2024-04-16,000002,Vente,1,9,,RUE TRUILLOT,9170,94200,94041,Ivry-sur-Seine,94,,,94041000AM0090,,,,,,,,,,,,,0,,,,,S,sols,,,2465,2.391632,48.810594
